State,Sample Year,Sample Month,NO2 Units,Average of NO2 Mean,O3 Units,Average of O3 Mean,SO2 Units,Average of SO2 Mean,CO Units,Average of CO Mean
Colorado,2006,3,Parts per billion,26.23617035,Parts per million,0.019967583,Parts per billion,1.810454883,Parts per million,0.549503317
Colorado,2006,4,Parts per billion,23.45647522,Parts per million,0.027769333,Parts per billion,2.013363882,Parts per million,0.468272402
Colorado,2006,5,Parts per billion,23.03047351,Parts per million,0.027942382,Parts per billion,2.089162245,Parts per million,0.490522691
Colorado,2006,6,Parts per billion,23.62107597,Parts per million,0.031711179,Parts per billion,2.432381872,Parts per million,0.492270205
Colorado,2006,7,Parts per billion,22.84436155,Parts per million,0.031181306,Parts per billion,1.660288677,Parts per million,0.476568468
Colorado,2006,8,Parts per billion,20.25801318,Parts per million,0.027238673,Parts per billion,1.384251145,Parts per million,0.4648749
Colorado,2006,9,Parts per billion,16.53626083,Parts per million,0.020222811,Parts per billion,1.5387635,Parts per million,0.525936981
Colorado,2006,10,Parts per billion,21.04607808,Parts per million,0.013172538,Parts per billion,1.981209885,Parts per million,0.537777154
Colorado,2006,11,Parts per billion,31.9722688,Parts per million,0.00967912,Parts per billion,2.76957695,Parts per million,0.76213973
Colorado,2006,12,Parts per billion,30.46315293,Parts per million,0.011307984,Parts per billion,2.89489359,Parts per million,0.75493377
Connecticut,2006,4,Parts per billion,19.38747796,Parts per million,0.027472741,Parts per billion,3.576127259,Parts per million,0.389457759
Connecticut,2006,5,Parts per billion,15.57624094,Parts per million,0.028889935,Parts per billion,3.229010694,Parts per million,0.445808887
Connecticut,2006,6,Parts per billion,16.13878388,Parts per million,0.02272004,Parts per billion,2.70332266,Parts per million,0.49718048
Connecticut,2006,7,Parts per billion,21.0261691,Parts per million,0.032123645,Parts per billion,4.518666935,Parts per million,0.606971161
Connecticut,2006,8,Parts per billion,16.08566061,Parts per million,0.025076607,Parts per billion,2.671324125,Parts per million,0.453291357
Connecticut,2006,9,Parts per billion,16.27973073,Parts per million,0.0194488,Parts per billion,2.35383685,Parts per million,0.463366633
Country Of Mexico,2006,1,Parts per billion,27.94931656,Parts per million,0.013623846,Parts per billion,2.544494396,Parts per million,1.53637667
Country Of Mexico,2006,2,Parts per billion,28.14055797,Parts per million,0.018381961,Parts per billion,2.463838901,Parts per million,1.343080816
Country Of Mexico,2006,3,Parts per billion,20.3723374,Parts per million,0.023542115,Parts per billion,1.195095799,Parts per million,0.752402879
Country Of Mexico,2006,4,Parts per billion,15.62557043,Parts per million,0.026697778,Parts per billion,0.810291901,Parts per million,0.535891605
Country Of Mexico,2006,5,Parts per billion,14.18659957,Parts per million,0.032251413,Parts per billion,1.103917837,Parts per million,0.493279582
Country Of Mexico,2006,6,Parts per billion,14.98178542,Parts per million,0.030742191,Parts per billion,1.092296787,Parts per million,0.499431713
Country Of Mexico,2006,7,Parts per billion,13.79344687,Parts per million,0.02478123,Parts per billion,0.919177615,Parts per million,0.438243639
Country Of Mexico,2006,8,Parts per billion,12.86924755,Parts per million,0.024860068,Parts per billion,1.269032171,Parts per million,0.488213616
Country Of Mexico,2006,9,Parts per billion,18.04546468,Parts per million,0.02401239,Parts per billion,1.429596823,Parts per million,0.605069226
Country Of Mexico,2006,10,Parts per billion,24.43124857,Parts per million,0.019758014,Parts per billion,1.587701936,Parts per million,1.000497757
Country Of Mexico,2006,11,Parts per billion,29.04314609,Parts per million,0.018918373,Parts per billion,2.449363927,Parts per million,1.602289447
Country Of Mexico,2006,12,Parts per billion,26.94086223,Parts per million,0.015934985,Parts per billion,2.394403045,Parts per million,1.491019515
District Of Columbia,2006,1,Parts per billion,17.71789068,Parts per million,0.016229742,Parts per billion,6.052969048,Parts per million,1.187845419
District Of Columbia,2006,2,Parts per billion,20.54535461,Parts per million,0.021269393,Parts per billion,5.968205125,Parts per million,0.820990982
District Of Columbia,2006,3,Parts per billion,17.42258497,Parts per million,0.029899258,Parts per billion,6.343406468,Parts per million,0.632564823
District Of Columbia,2006,4,Parts per billion,15.57619123,Parts per million,0.031215333,Parts per billion,3.33698355,Parts per million,0.920568167
District Of Columbia,2006,5,Parts per billion,15.21695039,Parts per million,0.034614258,Parts per billion,3.25208329,Parts per million,1.197777468
District Of Columbia,2006,6,Parts per billion,12.0861111,Parts per million,0.0375694,Parts per billion,3.3032639,Parts per million,1.314375017
District Of Columbia,2006,7,Parts per billion,11.74865581,Parts per million,0.039153194,Parts per billion,3.767674726,Parts per million,1.136088758
District Of Columbia,2006,8,Parts per billion,14.36827952,Parts per million,0.039270161,Parts per billion,4.167338726,Parts per million,0.925470468
District Of Columbia,2006,9,Parts per billion,12.71740237,Parts per million,0.023709733,Parts per billion,3.320100567,Parts per million,0.938312133
District Of Columbia,2006,10,Parts per billion,14.53287632,Parts per million,0.019297065,Parts per billion,3.380345306,Parts per million,1.369501629
District Of Columbia,2006,11,Parts per billion,19.0651241,Parts per million,0.014856867,Parts per billion,4.612183483,Parts per million,1.33775365
District Of Columbia,2006,12,Parts per billion,20.90178084,Parts per million,0.012855161,Parts per billion,6.821355452,Parts per million,1.581933774
Florida,2006,1,Parts per billion,11.1430491,Parts per million,0.020549839,Parts per billion,0.561780758,Parts per million,0.9082545
Florida,2006,2,Parts per billion,11.29511275,Parts per million,0.026221643,Parts per billion,0.384430071,Parts per million,0.288908429
Florida,2006,3,Parts per billion,8.336928968,Parts per million,0.039499903,Parts per billion,0.338056855,Parts per million,0.363784258
Florida,2006,4,Parts per billion,7.273895,Parts per million,0.0385342,Parts per billion,0.338979033,Parts per million,0.400405467
Florida,2006,5,Parts per billion,7.925576065,Parts per million,0.04089271,Parts per billion,0.264990952,Parts per million,0.061980452
Florida,2006,6,Parts per billion,6.881746,Parts per million,0.031563867,Parts per billion,0.206640517,Parts per million,0.230782817
Florida,2006,7,Parts per billion,6.78652071,Parts per million,0.024815871,Parts per billion,0.320647048,Parts per million,0.346768323
Florida,2006,8,Parts per billion,8.077659258,Parts per million,0.02218271,Parts per billion,0.228600694,Parts per million,0.320718048
Florida,2006,9,Parts per billion,8.342844733,Parts per million,0.0297824,Parts per billion,0.2406574,Parts per million,0.4943648
Florida,2006,10,Parts per billion,8.665199484,Parts per million,0.029491935,Parts per billion,0.575953097,Parts per million,0.481640274
Florida,2006,11,Parts per billion,9.651190533,Parts per million,0.025456533,Parts per billion,0.766646817,Parts per million,0.347862883
Florida,2006,12,Parts per billion,8.066125548,Parts per million,0.021295226,Parts per billion,0.460793339,Parts per million,0.412353081
Illinois,2006,1,Parts per billion,16.34690704,Parts per million,0.012313037,Parts per billion,2.971123778,Parts per million,0.462809481
Illinois,2006,2,Parts per billion,16.55999425,Parts per million,0.016399292,Parts per billion,2.501778938,Parts per million,0.58004225
Illinois,2006,3,Parts per billion,13.64433778,Parts per million,0.023023406,Parts per billion,2.263128516,Parts per million,0.533466391
Illinois,2006,4,Parts per billion,20.81257191,Parts per million,0.026438914,Parts per billion,3.174306707,Parts per million,0.389273241
Illinois,2006,5,Parts per billion,18.83657656,Parts per million,0.022948919,Parts per billion,2.700123637,Parts per million,0.324412452
Illinois,2006,6,Parts per billion,17.01245548,Parts per million,0.029100033,Parts per billion,2.160699242,Parts per million,0.31878005
Illinois,2006,7,Parts per billion,16.68953596,Parts per million,0.029489327,Parts per billion,3.536668036,Parts per million,0.296186536
Illinois,2006,8,Parts per billion,17.31592315,Parts per million,0.026858746,Parts per billion,3.042862669,Parts per million,0.283814661
Illinois,2006,9,Parts per billion,18.43964542,Parts per million,0.016037073,Parts per billion,2.725822745,Parts per million,0.347865582
Illinois,2006,10,Parts per billion,17.21372121,Parts per million,0.013031935,Parts per billion,2.786516556,Parts per million,0.328966532
Illinois,2006,11,Parts per billion,15.1325978,Parts per million,0.010620867,Parts per billion,2.022187217,Parts per million,0.519528983
Illinois,2006,12,Parts per billion,16.25549724,Parts per million,0.010762379,Parts per billion,1.677643207,Parts per million,0.410104879
Indiana,2006,3,Parts per billion,10.208333,Parts per million,0.022,Parts per billion,15.5729165,Parts per million,1.264583
Indiana,2006,4,Parts per billion,14.77121945,Parts per million,0.025825448,Parts per billion,16.86280816,Parts per million,1.324786138
Indiana,2006,5,Parts per billion,11.3519055,Parts per million,0.021613286,Parts per billion,17.55233596,Parts per million,1.330477696
Indiana,2006,6,Parts per billion,16.42272732,Parts per million,0.02359336,Parts per billion,10.95659312,Parts per million,0.76562406
Indiana,2006,7,Parts per billion,14.723998,Parts per million,0.031813065,Parts per billion,5.580352742,Parts per million,0.169730935
Indiana,2006,8,Parts per billion,12.40924253,Parts per million,0.026286067,Parts per billion,4.800972967,Parts per million,0.184477717
Indiana,2006,9,Parts per billion,14.2280808,Parts per million,0.015666433,Parts per billion,4.71466355,Parts per million,0.244214983
Iowa,2006,10,Parts per billion,8.230118,Parts per million,0.016324806,Parts per billion,0.461498919,Parts per million,0.207203903
Kansas,2006,1,Parts per billion,10.73085881,Parts per million,0.017407153,Parts per billion,3.222586559,Parts per million,0.355811551
Kansas,2006,2,Parts per billion,10.84359375,Parts per million,0.023556589,Parts per billion,2.070410241,Parts per million,0.465553393
Kansas,2006,3,Parts per billion,7.714859097,Parts per million,0.030762839,Parts per billion,2.151642871,Parts per million,0.475085403
Kansas,2006,4,Parts per billion,8.578006767,Parts per million,0.0357396,Parts per billion,1.416347492,Parts per million,0.322656167
Kansas,2006,5,Parts per billion,9.42722836,Parts per million,0.03127336,Parts per billion,2.06392182,Parts per million,0.4302576
Kansas,2006,6,Parts per billion,9.683536264,Parts per million,0.042080075,Parts per billion,2.26029284,Parts per million,0.411825698
Kansas,2006,7,Parts per billion,10.96881721,Parts per million,0.042793895,Parts per billion,4.066359526,Parts per million,0.231354658
Kansas,2006,8,Parts per billion,11.45804969,Parts per million,0.034662972,Parts per billion,7.257026403,Parts per million,0.321074903
Kansas,2006,9,Parts per billion,13.7774759,Parts per million,0.019780067,Parts per billion,8.308363983,Parts per million,0.231851617
Kansas,2006,10,Parts per billion,15.37453245,Parts per million,0.015046968,Parts per billion,5.069493935,Parts per million,0.357591161
Kansas,2006,11,Parts per billion,17.03547827,Parts per million,0.0136611,Parts per billion,1.999737667,Parts per million,0.48715275
Kansas,2006,12,Parts per billion,16.11084558,Parts per million,0.011729774,Parts per billion,3.350303468,Parts per million,0.3428705
Louisiana,2006,1,Parts per billion,14.80793169,Parts per million,0.019776586,Parts per billion,3.174192784,Parts per million,0.422786741
Louisiana,2006,2,Parts per billion,16.39959082,Parts per million,0.018903321,Parts per billion,5.845619018,Parts per million,0.285446875
Louisiana,2006,3,Parts per billion,14.34559623,Parts per million,0.026853903,Parts per billion,2.882861919,Parts per million,0.308879984
Louisiana,2006,4,Parts per billion,14.0238962,Parts per million,0.027741667,Parts per billion,1.60701795,Parts per million,0.2346045
Louisiana,2006,5,Parts per billion,16.04862006,Parts per million,0.025236613,Parts per billion,3.292277516,Parts per million,0.39754
Louisiana,2006,6,Parts per billion,14.86981463,Parts per million,0.037809133,Parts per billion,4.458137333,Parts per million,0.402045133
Louisiana,2006,7,Parts per billion,12.08126537,Parts per million,0.0231115,Parts per billion,3.3153791,Parts per million,0.34868175
Louisiana,2006,8,Parts per billion,12.65156052,Parts per million,0.021418484,Parts per billion,1.482080823,Parts per million,0.371355661
Louisiana,2006,9,Parts per billion,14.6343614,Parts per million,0.023894467,Parts per billion,3.964467267,Parts per million,0.40065175
Louisiana,2006,10,Parts per billion,17.34618929,Parts per million,0.021770194,Parts per billion,4.339702919,Parts per million,0.532518984
Louisiana,2006,11,Parts per billion,17.2794553,Parts per million,0.0162246,Parts per billion,4.098044367,Parts per million,0.50430555
Louisiana,2006,12,Parts per billion,15.642316,Parts per million,0.015615581,Parts per billion,3.264082855,Parts per million,0.19957629
Maine,2006,1,Parts per billion,5.489154097,Parts per million,0.024229839,Parts per billion,2.748775194,Parts per million,0.237710323
